isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments
24961,1,1001478,136.0,11.0,19881114,E,1179A/02,54,WARREN ST,1P1868,51)TAG GOVERNOR 52)PROPERLY WARD CABLE ON DRUM 53)ELIMINATE                     EXCESSIVE NOISE ON HOIST MOTOR,V*111488E1179A/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900425.0,
50403,1,1001480,136.0,15.0,19881114,E,11790A-01,60,WARREN STREET,1F581,(01)REMOVE/REPAIR JUMPER.(51)RESHACKLE CAR AND C.W.T.(52)RENEW                  CONTACTS ON CONTROLLER,V*111488E11790A-01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890414.0,041-74
24173,1,1001488,137.0,5.0,19881114,E,1179A-04,76,WARREN ST,1P20891,,V*111488E1179A-04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900427.0,
9288,1,1001488,137.0,5.0,19881114,E,1179A/04,76,WARREN ST,1P20891,,V*111488E1179A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900427.0,
17134,1,1001496,137.0,32.0,19881012,E,142636/09,148,CHAMBERS ST,1P1443,(51) PROVIDE PARKING DEVICE (52) PROVIDE CWT BUFFER (53) PROVIDE                ACCESS TO CAB AND OVERHEAD (54) REMOVE DEBRIS FROM IN FRONT OF                  HOISTWAY DOOR FOR THE BASEMENT,V*101288E142636/09,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890103.0,265-81
17137,1,1001497,137.0,33.0,19881012,E,142636/08,146,CHAMBERS ST,1P1442,FILE A BN FROM THIS DEPT FOR THE DISMANTLE OR THE OWNER OF 1442,V*101288E142636/08,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881120.0,EBN 2049/88
25755,1,1001499,137.0,35.0,19881220,E,1383A\01,90,W BWAY,1P1261,(51)PROCIDE ANNUNCIATOR (52)TOTALLY REMOVE EMERGENCY BY-PASS                    SWITCH (53)SECURE A PERMIT AND FILE THE NECESSARY PAPERWORK WITH THIS           DEPT FOR THE ELIMINATION OF 14 FLOOR,V*122088E1383A\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891024.0,044-74
17153,1,1001503,140.0,8.0,19881012,E,142636/10,153,CHAMBERS ST,1P7570,(51) CLEAN INSIDE IF CAR. (52) PROVIDE PARKING DEVICE (53) RENEW                CAR FLOOR (54) REPAIR ANNUNCIATOR (55) REMOVE LOCKS FROM ALL HOISTWAY           DOORS (36) REMOVE BOARD FROM IN FRONT HOISTWAY DOOR 2ND FLOOR,V*101288E142636/10,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20030418.0,CIACGR ADM. DISM.
39762,1,1001505,140.0,10.0,19881013,E,14261/1,157,CHAMBERS ST,1P19748,(51) INSTALL MISSING COUNTER WEIGHT BUFFER SPRING,V*101388E14261/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890822.0,
17536,1,1001505,140.0,10.0,19881013,E,142616/02,157,CHAMBERS ST,1P19479,(51)REMOVE LOCKS FROM ALL HOISTWAY DOORS,V*101388E142616/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890822.0,
19480,1,1001511,141.0,1.0,19881007,E,11333/1,132,READE ST,1P12456,,V*100788E11333/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920124.0,
19487,1,1001511,141.0,1.0,19881007,E,11333/2,132,READE ST,1S444,51-REMOVE ENCLOSURE AROUND MOTOR ROOM,V*100788E11333/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20000125.0,CIACGR ADM.DISM.
1990,1,1001515,141.0,15.0,19880801,E,110638/3,315,GREENWICH STREE,1P30558,(51)SECURE SMOKE HOLE IN MOTOR ROOM,V*080188E110638/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20100809.0,CIAESE ADM DISMISSAL SATISFACTORY 5YR TEST DONEON 091608
1988,1,1001515,141.0,15.0,19880801,E,110638/4,315,GREENWICH STREE,1P30559,(51)SECURE SMOKE HOLE IN MOTOR ROOM,V*080188E110638/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20100809.0,CIAESE ADM DISMISSAL SATISFACTORY 5YR TEST DONEON 091608
1985,1,1001515,141.0,15.0,19880801,E,110638/5,315,GREENWICH STREE,1P30560,(51)SECURE SMOKE HOLE IN MOTOR ROOM,V*080188E110638/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20100809.0,CIAESE ADM DISMISSAL SATISFACTORY 5YR TEST DONEON 091608
1983,1,1001515,141.0,15.0,19880801,E,110638/6,315,GREENWICH STREE,1P30561,(51)SECURE SMOKE HOLE IN MOTOR ROOM,V*080188E110638/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20100809.0,CIAESE ADM DISMISSAL SATISFACTORY 5YR TEST DONEON 091708
2006,1,1001517,141.0,7506.0,19880803,E,110638/1,321,GREENWICH STREE,1F698,(51)PROVIDE GRATING ON WINDOWS IN SHAFT,V*080388E110638/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920127.0,
2029,1,1001519,141.0,19.0,19880801,E,11331/1,323,GREENWICH STREE,1F700,,V*080188E11331/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920127.0,
37186,1,1001526,141.0,26.0,19880706,E,110601-02,176,DUANE ST,1F688,(51)REPAIR PARKING DEVICE,V*070688E110601-02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890106.0,266-81
3934,1,1001526,141.0,26.0,19880706,E,11061/3,176,DUANE ST,1F689,"(35)CEASE USE UNTIL INTERLOCKS ARE RENEWED OR REPAIRED, & PROVIDE               COVERS.(51)PROVIDE TOP HATCH COVER.(52)PROVIDE LIGHT IN ELEVATOR.(53)           PROVIDE PARKING DEVICE",V*070688E11061/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890123.0,353-86
51622,1,1001526,141.0,26.0,19880706,E,110601-03,176,DUANE ST,1F689,(35)CEASE USE REPAIR INTERLOCKS.(52)PROVIDE LIGHT IN ELEVATOR                   (53)PROVIDE PARKING DEVICE,V*070688E110601-03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19971022.0,CIAKGU ADM DISMISSAL
3938,1,1001527,141.0,7508.0,19880706,E,11061/1,174,DUANE ST,1F687,(47)PROVIDE ACCESS TO MOTOR ROOM & ELEVATOR SO A COMPLETE INSP                  CAN BE MADE BY THIS DEPARTMENT,V*070688E11061/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901025.0,
8676,1,1001531,141.0,32.0,19880812,E,132238/1,21,HUDSON ST,1P1266,(33) REMOVE ALL NON ELEV. LOCKS FROM HOISTWAY DOORS (51)PROVIDE                 CAPACITY PLATE,V*081288E132238/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881212.0,201-77
7437,1,1001531,141.0,32.0,19880812,E,132238/2,21,HUDSON ST,1P1267,(33) REMOVE ALL NON- ELEV. LOCKS FROM HOISTWAY DOORS (51)                       PROVIDE CAPACITY PLATE,V*081288E132238/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881212.0,201-77
8670,1,1001531,141.0,32.0,19880812,E,1322B8/3,21,HUDSON ST,1P26665,(33) REMOVE ALL NON ELEV. LOCKS (47) REPAIR HAND RAIL BY MOTOR RO               OM STEPS (51) FILE WITH THIS DEPT. FOR INSTALLATION OF FIREMAN'S                SERVICE (52) PROVIDE CAPACITY PLATE,V*081288E1322B8/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881212.0,201-77
8673,1,1001531,141.0,32.0,19880812,E,132238/4,21,HUDSON ST,1P27285,(11)  MAKE AUDIBLE (33) REMOVE ALL NON ELEV.LOCKS (35) PROPERLY                 COVER ALL (51)PROVIDE CAPACITY PLATE (52)FILE WITH THIS DEPT. FOR               INSTALLATION OF FIREMAN'S SERVICE,V*081288E132238/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,201-77
438436,1,1001536,142.0,12.0,19880523,LANDMK,88-0680,29,HARRISON STREET,,,V052388LANDMK88-0680,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,,
74428,1,1001536,142.0,12.0,19880523,LANDMRK,VIOL,29,HARRISON STREET,,,V052388LANDMRKVIOL,V-DOB VIOLATION - ACTIVE,LANDMRK-LANDMARK                                                        NONE,,
8669,1,1001544,143.0,4.0,19880812,E,132238/7,55,HUDSON ST,1P809,PROPERLY TAG GOVERNOR FOR PERFORMANCE OF 5 AND 2YR SAFETY TEST,V*081288E132238/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890224.0,102-75
8667,1,1001544,143.0,4.0,19880812,E,132238/6,55,HUDSON ST,1P5160,(33) REMOVE ALL NON. ELEV.LOCKS (51) REMOVE EMERGENCY BYPASS                    SWITCH (52)PROPERLY TAG GOVERNOR FOR 5YR SAFETY TEST (53)PROVIDE                GUARD TOE FAN IN CAR AND PROPERLY COVER LIGHT FIXTURE,V*081288E132238/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900927.0,102-75
3940,1,1001545,143.0,8.0,19880706,E,11061/2,171,DUANE ST,1F734,(51)FILE A BN TO CHANGE MO OPERATION.(52)PROPERLY SECURE ELECTRI-               CAL BOX IN M/R -27 PROVIDE BUFFER SPRING UNDER COUNTERWEIGHT.(53)               REMOVE ILLEGAL DOOR 3RD FL. IN SHAFT INSTALL PROPER DOOR & INTERLOCK            (54)PROVIDE GRATING ON SHAFT WINDOWS,V*070688E11061/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19880720.0,053-74
3335,1,1001547,143.0,13.0,19880707,E,11061/1,181,DUANE ST,1F738,(03)GRILL ON HOISTWAY DOORS.(33)SECURE HOISTWAY DOOR STREET                     OPENING.(51)PERFORM 5 YEAR TEST & TAG GOVERNOR,V*070788E11061/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890120.0,265-81
22216,1,1001547,143.0,13.0,19881122,E,1156A-6,181,DUANE ST,1F738,(51)  PROPERLY TAG GOVERNMENT TO SHOW 5 YEARS SAFETY TEST                            (52)  REMOVE BY PASS KEY SWITCH COMPLETELY,V*112288E1156A-6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910306.0,
2022,1,1001553,143.0,21.0,19880801,E,11331/2,335,GREENWICH ST,1P18768,(51)FILE FOR REMOVAL OF PASS. ELEV. WITH THIS DEPARTMENT,V*080188E11331/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911203.0,
7438,1,1001554,143.0,25.0,19880812,E,132238/8,14,JAY ST,1P32694,,V*081288E132238/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900510.0,
4796,1,1001556,143.0,26.0,19880812,E,132238/5,8,JAY ST,1P33611,(47)REMOVE ALL TRIPPING HAZARDS-MOTOR ROOM FLOOR. (51)PROVIDE                   PROPER CLERANCE & BETWEEN COUNTERWEGHT & BUFFER (52) PROVIDE ROPE               GUARDS OVER SHEAVE (53)PROPERLY COVER ALL ELECTRIC OUTLETS,V*081288E132238/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900803.0,044-74
21023,1,1001560,144.0,14.0,19881019,E,110637/01,159,DUANE STREET,1F751,51)REPAIR OR RENEW PARKING DEVICE 52)PROVIDE BARS AND SIGNS ON                  HOISTWAY WINDOWS 53)REPLACE MACHINE SUPPORT,V*101988E110637/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910315.0,
15150,1,1001563,144.0,18.0,19880926,E,1179A/01,40,HUDSON STREET,1F756,(27)PROVIDE BUFFERS IN PIT (51)PROVIDE CWT GUARD,V*092688E1179A/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
32086,1,1001564,144.0,20.0,19880926,E,1179A/2,44,HUDSON STREET,1F758,51-REPAIR SLACK CABLE SWITCH 52-REPLACE INTERLOCK COVERS                        53-TAG CAR AND CWT FOR RESHACKLING,V*092688E1179A/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19921026.0,
9985,1,1001569,144.0,30.0,19880819,C,A3GS01,134,WEST BROADWAY,,,V*081988CA3GS01,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20000901.0,CONDITION CORRECTED
4918,1,1001572,144.0,40.0,19880801,E,05631/1,56,HUDSON ST,1P18048,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204. 2C",V*080188E05631/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4924,1,1001572,144.0,40.0,19880801,E,05632/1,56,HUDSON ST,1P18038,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4909,1,1001572,144.0,40.0,19880801,E,05632/10,56,HUDSON ST,1P18047,"PROVDE VENTILATON IN CAR, AS PER CODE 204.2C",V*080188E05632/10,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4919,1,1001572,144.0,40.0,19880801,E,05632/12,56,HUDSON ST,1P18049,PROVIDE PROPER VENTILATION IN CAR AS PER CODE 204.2C,V*080188E05632/12,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4920,1,1001572,144.0,40.0,19880801,E,05632/13,56,HUDSON ST,1P18050,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/13,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4921,1,1001572,144.0,40.0,19880801,E,05632/14,56,HUDSON ST,1P18051,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/14,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4873,1,1001572,144.0,40.0,19880801,E,05632/15,56,HUDSON ST,1P18052,"PROVDE PROPER VENTILATION IN CAR, AS PER CODE",V*080188E05632/15,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
5203,1,1001572,144.0,40.0,19880801,E,05632/2,56,HUDSON ST,1P18039,PROVIDE PROPER VENTILATION IN CAR AS PER CODE 204.2E,V*080188E05632/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
5202,1,1001572,144.0,40.0,19880801,E,05632/3,56,HUDSON ST,1P18040,,V*080188E05632/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4922,1,1001572,144.0,40.0,19880801,E,05632/4,56,HUDSON ST,1P18041,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4930,1,1001572,144.0,40.0,19880801,E,05632/5,56,HUDSON ST,1P18042,"PROVIDE VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4931,1,1001572,144.0,40.0,19880801,E,05632/6,56,HUDSON ST,1P18043,"PROVIDE PROPER VENTILATION IN CAR, AS PER  CODE 204.2C",V*080188E05632/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4932,1,1001572,144.0,40.0,19880801,E,05632/7,56,HUDSON ST,1P18044,"PROVIDE PROPER VENTILATION N CAR, AS PER CODE 204.2C",V*080188E05632/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4939,1,1001572,144.0,40.0,19880801,E,05632/8,56,HUDSON ST,1P18045,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
4908,1,1001572,144.0,40.0,19880801,E,05632/9,56,HUDSON ST,1P18046,"PROVIDE PROPER VENTILATION IN CAR, AS PER CODE 204.2C",V*080188E05632/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881230.0,303-83
5830,1,1001572,144.0,40.0,19880818,E,142621/4,56,HUDSON ST,1P18038,(51) PROPERLY TAG THE GOVERNOR,V*081888E142621/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891121.0,111-75
14872,1,1001572,144.0,40.0,19880425,E,115611,56,HUDSON STREET,,,V*042588E115611,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19880920.0,303-83
51164,1,1001584,145.0,12.0,19881012,E,142636-03,125,CHAMBERS ST,1S458,(50)PROVIDE ACCESS TO BUILDING,V*101288E142636-03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881130.0,026-73
51208,1,1001584,145.0,12.0,19881012,E,142636-13,125,CHAMBERS ST,1S459,(50)PROVIDE ACCESS TO BUILDING,V*101288E142636-13,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881130.0,026-73
17473,1,1001584,145.0,12.0,19881012,E,142636/04,125,CHAMBERS ST,1P1441,(51)PUT ELEVATOR 1441 BACK IN WORKING ORDER SO A PROPER INSPECTIN               CAN BE MADE.(52)PROVIDE FIREMAN'S SERVICE SYSTEM,V*101288E142636/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910905.0,
13808,1,1001589,145.0,21.0,19881217,C,EM1,97,READE STREET,,,V*121788CEM1,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19890915.0,
18355,1,1001591,145.0,1002.0,19881011,E,142636/05,105,CHAMBERS STREET,1F763,,V*101188E142636/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900424.0,
24271,1,1001594,146.0,1.0,19881207,E,147301/05,92,READE ST,1P11193,(51) RESTORE ELEVATOR TO PROPER OPERATION,V*120788E147301/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890714.0,
13690,1,1001601,146.0,15.0,19880928,E,110637/01,144,DUANE ST,1P14091,(51)RESHACKLE CAR & COUNTER WEIGHT CABLES.(52)TAG GOVERNOR FOR                  ALL TEST,V*092888E110637/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890523.0,213-78
13693,1,1001601,146.0,15.0,19880928,E,110637/02,144,DUANE ST,1P16582,(51)TAG GOVERNOR FOR ALL TESTS.(52)REMOVE WATER FROM PIT,V*092888E110637/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890523.0,213-78
13726,1,1001602,146.0,17.0,19880926,E,110637/06,142,DUANE ST,1S472,(51)RESTORE TO SERVICE SIDEWALK ELEVATOR #472 OR OBTAIN A PERMIT                TO PROPERLY DISMANTLE OR REMOVE SAME,V*092688E110637/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930325.0,
